director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,,rand
Brett Ratner,97,420,585,Paul Sorvino,695,41067398,Action|Comedy|Crime|Thriller,Heather Locklear,Money Talks ,22748,2530,Faizon Love,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,R,25000000,1997,635,6.1,,0.079269427
George Clooney,101,0,1000,Philip Seymour Hoffman,33000,40962534,Drama,Ryan Gosling,The Ides of March ,188652,57077,Jennifer Ehle,http://www.imdb.com/title/tt1124035/?ref_=fn_tt_tt_1,R,12500000,2011,22000,7.1,,0.910460975
David Mirkin,123,7,692,Anne Bancroft,931,40334024,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,44168,2912,Jeffrey Jones,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,PG-13,35000000,2001,754,6.2,,0.638181723
Brian Robbins,106,48,39,D.B. Sweeney,18000,40219708,Drama|Sport,Keanu Reeves,Hardball ,22649,18630,DeWayne Warren,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,PG-13,21000000,2001,558,6.3,,0.047937283
Paul W.S. Anderson,100,545,766,Jaymes Butler,14000,39532308,Action|Horror|Sci-Fi,Milla Jovovich,Resident Evil ,198701,17902,Colin Salmon,http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1,R,33000000,2002,2000,6.7,,0.800793692
Robert Rodriguez,93,0,717,Kristin Davis,12000,39177541,Action|Adventure|Family|Fantasy,Taylor Lautner,The Adventures of Sharkboy and Lavagirl 3-D ,20310,14899,Taylor Dooley,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,PG,50000000,2005,722,3.5,,0.799727056
Robert Rodriguez,89,0,640,Joel McHale,2000,38536376,Action|Adventure|Comedy|Family|Sci-Fi,Alexa PenaVega,Spy Kids: All the Time in the World in 4D ,15866,4311,Daryl Sabara,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,PG,27000000,2011,734,3.6,,0.024048825
Wayne Wang,112,61,501,Alicia Witt,1000,38360195,Adventure|Comedy|Drama,LL Cool J,Last Holiday ,21215,3757,Timothy Hutton,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,PG-13,45000000,2006,976,6.4,,0.118933645
Wes Craven,111,0,687,Aimee Teegarden,2000,38176892,Horror|Mystery,Alison Brie,Scream 4 ,104119,4486,Shenae Grimes-Beech,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,R,40000000,2011,741,6.2,,0.574098962
John Wells,121,53,8000,Meryl Streep,19000,37738400,Drama,Benedict Cumberbatch,August: Osage County ,67797,39690,Julia Roberts,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,R,25000000,2013,11000,7.3,,0.770261921
Guillermo del Toro,112,0,250,Maribel Verdú,634,37623143,Drama|Fantasy|War,Ivana Baquero,Pan's Labyrinth ,467234,1322,Sergi López,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,R,13500000,2006,269,8.2,,0.097192319
Andrew Niccol,109,487,3000,Olivia Wilde,20000,37553932,Action|Sci-Fi|Thriller,Matt Bomer,In Time ,304318,34011,Justin Timberlake,http://www.imdb.com/title/tt1637688/?ref_=fn_tt_tt_1,PG-13,40000000,2011,10000,6.7,,0.340874238
Frank Marshall,120,155,240,Danny Nucci,344,36733909,Adventure|Biography|Drama|Thriller,Illeana Douglas,Alive ,38949,2054,Michael DeLorenzo,http://www.imdb.com/title/tt0106246/?ref_=fn_tt_tt_1,R,32000000,1993,242,7.1,,0.529769207
Terrence Malick,215,0,463,Miranda Otto,648,36385763,Drama|War,Nick Stahl,The Thin Red Line ,138941,1937,Dash Mihok,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,R,52000000,1998,568,7.6,,0.601835796
George Miller,107,750,60,Bruce Spence,794,36200000,Action|Adventure|Sci-Fi|Thriller,Tina Turner,Mad Max Beyond Thunderdome ,101840,1529,Angelo Rossitto,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,PG-13,12305523,1985,531,6.2,,0.137793398
Mikael Håfström,112,101,218,RZA,896,36020063,Drama|Thriller,Denis O'Hare,Derailed ,62584,2019,Xzibit,http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1,R,22000000,2005,561,6.6,,0.050858049
Dennie Gordon,105,29,742,Oliver James,14000,35990505,Comedy|Drama|Family|Romance,Colin Firth,What a Girl Wants ,48095,16400,Kelly Preston,http://www.imdb.com/title/tt0286788/?ref_=fn_tt_tt_1,PG,20000000,2003,1000,5.8,,0.907990476
Scott Hicks,105,96,35,Armin Mueller-Stahl,509,35811509,Biography|Drama|Music|Romance,Noah Taylor,Shine ,43013,888,Nicholas Bell,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,PG-13,5500000,1996,294,7.7,,0.55237461
Michael Bay,136,18000,3000,Steve Buscemi,19000,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,The Island ,263336,34838,Djimon Hounsou,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,PG-13,126000000,2005,12000,6.9,,0.782896474
Michael Bay,136,18000,3000,Steve Buscemi,19000,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,The Island ,263329,34839,Djimon Hounsou,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,PG-13,126000000,2005,12000,6.9,,0.118805469
Tom Hanks,98,15000,392,Rob Riggle,15000,35565975,Comedy|Drama|Romance,Tom Hanks,Larry Crowne ,49205,16827,Randall Park,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,PG-13,30000000,2011,839,6.1,,0.246829954
Joseph Ruben,105,29,97,Robert Blake,584,35324232,Action|Comedy|Crime|Drama|Thriller,Vincent Pastore,Money Train ,32224,1132,Aida Turturro,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,R,68000000,1995,220,5.6,,0.086315613
Joel Schumacher,98,541,897,Virginia Madsen,8000,35063732,Mystery|Thriller,Logan Lerman,The Number 23 ,164608,10938,Ed Lauter,http://www.imdb.com/title/tt0481369/?ref_=fn_tt_tt_1,R,32000000,2007,912,6.4,,0.416573211
Joe Wright,111,456,394,Cara Delevingne,20000,34964818,Adventure|Family|Fantasy,Hugh Jackman,Pan ,39956,21393,Nonso Anozie,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,PG,150000000,2015,548,5.8,,0.40806515
Stephen Frears,119,350,418,Peter Capaldi,18000,34700000,Drama|Romance,Keanu Reeves,Dangerous Liaisons ,52846,35501,Swoosie Kurtz,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,R,14000000,1988,17000,7.7,,0.672115736
Alex Kendrick,129,589,341,Alex Kendrick,690,34522221,Drama,Ben Davies,Courageous ,15401,2300,T.C. Stallings,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,PG-13,2000000,2011,589,7,,0.351604762
Stephen Daldry,124,335,50,David Kross,14000,34180954,Drama|Romance,Kate Winslet,The Reader ,189812,14504,Susanne Lothar,http://www.imdb.com/title/tt0976051/?ref_=fn_tt_tt_1,R,32000000,2008,388,7.6,,0.203981344
Michel Gondry,108,1000,1000,Kirsten Dunst,14000,34126138,Drama|Fantasy|Romance|Sci-Fi,Kate Winslet,Eternal Sunshine of the Spotless Mind ,666937,19364,Tom Wilkinson,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,R,20000000,2004,4000,8.3,,0.767083462
Mike Nichols,98,0,23,Julia Roberts,20000,33987757,Drama|Romance,Natalie Portman,Closer ,168314,28027,Colin Stinton,http://www.imdb.com/title/tt0376541/?ref_=fn_tt_tt_1,R,27000000,2004,8000,7.3,,0.591414711
Matt Williams,120,18,944,James Frain,20000,33771174,Comedy|Drama|Romance,Natalie Portman,Where the Heart Is ,27044,22383,Stockard Channing,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,PG-13,15000000,2000,1000,6.8,,0.001648538
Tom Dey,87,9,1000,Judy Greer,15000,33643461,Comedy|Family,Emma Stone,Marmaduke ,11257,20061,Steve Coogan,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1,PG,50000000,2010,2000,4.2,,0.029391072
John Erick Dowdle,80,66,816,Bokeem Woodbine,2000,33583175,Horror|Mystery|Thriller,Bojana Novakovic,Devil ,104089,5628,Geoffrey Arend,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,PG-13,10000000,2010,904,6.3,,0.641756074
Kent Alterman,99,3,490,Maura Tierney,8000,33472850,Comedy|Sport,Will Ferrell,Semi-Pro ,67005,10026,Matt Walsh,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,R,55000000,2008,509,5.8,,0.714126695
Tom Holland,87,85,118,Alex Vincent,311,33244684,Fantasy|Horror,Catherine Hicks,Child's Play ,62038,760,Dinah Manoff,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1,R,9000000,1988,189,6.5,,0.486318812
Patrick Lussier,99,71,1000,Danny Masterson,18000,33000377,Action|Fantasy|Horror|Thriller,Gerard Butler,Dracula 2000 ,27378,23344,Jeri Ryan,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,R,28000000,2000,1000,4.9,,0.539403395
Clint Eastwood,129,16000,447,Jay Mohr,13000,32741596,Drama|Fantasy,Matt Damon,Hereafter ,80140,14344,Cécile De France,http://www.imdb.com/title/tt1212419/?ref_=fn_tt_tt_1,PG-13,50000000,2010,563,6.5,,0.827457166
Renny Harlin,116,212,462,Estella Warren,13000,32616869,Action|Drama|Sport,Sylvester Stallone,Driven ,34435,14780,Cristián de la Fuente,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,PG-13,72000000,2001,658,4.5,,0.243847191
Steven Soderbergh,106,0,273,David Costabile,17000,32154410,Crime|Drama|Thriller,Channing Tatum,Side Effects ,148334,18469,Katie Lowes,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,R,30000000,2013,681,7.1,,0.459919817
Sam Weisman,94,39,506,Larry Miller,1000,32095318,Comedy|Crime,Bernie Mac,What's the Worst That Could Happen? ,12466,3664,Richard Schiff,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,PG-13,45000000,2001,611,5.5,,0.764931886
Levan Gabriadze,83,6,142,Renee Olstead,707,31537320,Horror|Mystery|Thriller,Shelley Hennig,Unfriended ,44329,1565,Heather Sossaman,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,R,1000000,2014,305,5.7,,0.409207135
David Moreau,92,0,451,Alessandro Nivola,17000,31397498,Horror|Mystery,Chloë Grace Moretz,The Eye ,44130,18765,Obba Babatundé,http://www.imdb.com/title/tt0406759/?ref_=fn_tt_tt_1,PG-13,12000000,2008,527,5.4,,0.585018149
John Madden,113,108,22,Jesper Christensen,1000,31146570,Drama|Thriller,Tom Wilkinson,The Debt ,55441,1136,Romi Aboulafia,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,R,20000000,2010,100,6.9,,0.578013208
Jon Amiel,135,36,106,Tchéky Karyo,894,31111260,Action|Adventure|Sci-Fi|Thriller,Glenn Morshower,The Core ,77029,1439,Rekha Sharma,http://www.imdb.com/title/tt0298814/?ref_=fn_tt_tt_1,PG-13,60000000,2003,345,5.4,,0.046899902
Peter Lord,88,91,591,Russell Tovey,4000,31051126,Adventure|Animation|Comedy|Family,Salma Hayek,The Pirates! Band of Misfits ,36877,6254,Brian Blessed,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,PG,55000000,2012,796,6.7,,0.152671218
Alexandre Aja,112,192,844,Cameron Boyce,1000,30691439,Horror|Mystery,Jason Flemyng,Mirrors ,86205,3185,Julian Glover,http://www.imdb.com/title/tt0790686/?ref_=fn_tt_tt_1,R,35000000,2008,915,6.2,,0.137734093
Bob Dolman,98,7,73,Eva Amurri Martino,931,30306281,Comedy|Drama,Erika Christensen,The Banger Sisters ,12388,1917,Sal Lopez,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,R,10000000,2002,797,5.6,,0.234654814
Joel Schumacher,116,541,384,Brooke Smith,12000,30157016,Action|Adventure|Comedy|Thriller,Anthony Hopkins,Bad Company ,39659,12993,Garcelle Beauvais,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,PG-13,70000000,2002,405,5.6,,0.252277212
Sheldon Lettich,110,23,51,Alonna Shaw,633,30102717,Action|Crime,Bolo Yeung,Double Impact ,28736,874,Kamel Krifa,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,R,15000000,1991,67,5.5,,0.553131804
Steve Beck,91,17,78,Ron Eldard,534,30079316,Horror,Isaiah Washington,Ghost Ship ,75920,1083,Francesca Rettondini,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1,R,35000000,2002,385,5.5,,0.990229683
Tom Shadyac,104,293,256,Susanna Thompson,780,30063805,Drama|Fantasy|Mystery|Romance|Thriller,Joe Morton,Dragonfly ,31788,2109,Matt Craven,http://www.imdb.com/title/tt0259288/?ref_=fn_tt_tt_1,PG-13,60000000,2002,265,6.1,,0.036612228
Jack Sholder,87,28,217,Robert Rusler,426,30000000,Fantasy|Horror,Clu Gulager,A Nightmare on Elm Street 2: Freddy's Revenge ,43485,1472,Marshall Bell,http://www.imdb.com/title/tt0089686/?ref_=fn_tt_tt_1,R,2200000,1985,359,5.4,,0.438104706
Ethan Coen,106,1000,1000,Channing Tatum,19000,29997095,Comedy|Mystery,Scarlett Johansson,"Hail, Caesar! ",60926,38494,Alden Ehrenreich,http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,PG-13,22000000,2016,17000,6.4,,0.361415721
John McNaughton,115,39,254,Robert Wagner,13000,29753944,Crime|Drama|Mystery|Thriller,Bill Murray,Wild Things ,90677,14275,Jeff Perry,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,R,20000000,1998,481,6.5,,0.020110192
Keenen Ivory Wayans,100,322,534,Salli Richardson-Whitfield,851,29392418,Action|Comedy|Crime,Jada Pinkett Smith,A Low Down Dirty Shame ,3924,3190,Charles S. Dutton,http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1,R,10000000,1994,543,5.8,,0.368756656
Sara Sugarman,89,10,231,Carol Kane,811,29302097,Comedy|Family|Music|Romance,Adam Garcia,Confessions of a Teenage Drama Queen ,23408,2167,Glenne Headly,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,PG,15000000,2004,636,4.6,,0.094038293
Scott Stewart,87,124,77,Alan Dale,865,29136626,Action|Fantasy|Horror|Sci-Fi|Thriller,Josh Wingate,Priest ,97089,1417,Jacob Hopkins,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,PG-13,60000000,2011,441,5.7,,0.592789757
John Lafia,72,5,435,Beth Grant,659,28501605,Fantasy|Horror,Jenny Agutter,Child's Play 2 ,31371,2646,Greg Germann,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,R,13000000,1990,628,5.7,,0.283265716
George Armitage,107,5,141,Michael Cudlitz,893,28014536,Action|Comedy|Crime|Romance|Thriller,Minnie Driver,Grosse Pointe Blank ,73347,2044,Mitchell Ryan,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,R,15000000,1997,822,7.4,,0.283472607
Albert Hughes,97,117,556,Larenz Tate,851,27900000,Crime|Drama|Thriller,Jada Pinkett Smith,Menace II Society ,39508,3036,Khandi Alexander,http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1,R,3500000,1993,582,7.5,,0.69545726
Daniel Barnz,86,33,583,Mary-Kate Olsen,15000,27854896,Drama|Fantasy|Romance,Alex Pettyfer,Beastly ,64190,17396,Erik Knudsen,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,PG-13,17000000,2011,976,5.6,,0.645887052
Kevin Greutert,92,52,647,Shawnee Smith,723,27669413,Horror|Mystery,Costas Mandylor,Saw VI ,76207,3101,George Newbern,http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1,R,11000000,2009,651,6,,0.496588184
Kirk Wong,91,6,459,Elliott Gould,904,27052167,Action|Comedy|Crime|Thriller,Bokeem Woodbine,The Big Hit ,24834,3353,Antonio Sabato Jr.,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,R,13000000,1998,471,6.1,,0.322596001
Diane English,114,15,650,Debi Mazar,851,26896744,Comedy|Drama,Jada Pinkett Smith,The Women ,16582,3485,Debra Messing,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,PG-13,16500000,2008,680,4.9,,0.992116803
Stephen J. Anderson,63,15,69,Robert Lopez,759,26687172,Adventure|Animation|Comedy|Family|Musical,Craig Ferguson,Winnie the Pooh ,15600,1002,Huell Howser,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,G,30000000,2011,73,7.3,,0.012138303
John McTiernan,98,323,511,Harry Connick Jr.,933,26536120,Action|Crime|Drama|Mystery|Thriller,Connie Nielsen,Basic ,49926,3357,Tim Daly,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1,R,50000000,2003,631,6.5,,0.172677882
Hugh Wilson,112,37,480,Sissy Spacek,3000,26494611,Comedy|Drama|Romance|Sci-Fi,Brendan Fraser,Blast from the Past ,48621,5709,Douglas Smith,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,PG-13,35000000,1999,874,6.6,,0.77154992
David Ayer,109,453,2000,Chris Evans,18000,26415649,Action|Crime|Drama|Thriller,Keanu Reeves,Street Kings ,94892,33878,Noel Gugliemi,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,R,20000000,2008,11000,6.8,,0.984787324
F. Gary Gray,109,473,582,Jeff Kober,14000,26183197,Action|Crime|Drama|Thriller,Vin Diesel,A Man Apart ,38348,16611,Larenz Tate,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,R,36000000,2003,919,6.1,,0.037314399
Rob Cohen,101,357,374,Chad Lindberg,907,25863915,Action|Crime|Mystery|Thriller,Cicely Tyson,Alex Cross ,28257,2471,Carmen Ejogo,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1,PG-13,35000000,2012,445,5.1,,0.82776452
Robert Rodriguez,108,0,844,Salma Hayek,16000,25753840,Crime|Fantasy|Horror,Quentin Tarantino,From Dusk Till Dawn ,219091,23296,Cheech Marin,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,R,19000000,1996,4000,7.3,,0.77919259
John Madden,131,108,58,Irene Papas,23000,25528495,Drama|Music|Romance|War,Christian Bale,Captain Corelli's Mandolin ,28099,23325,Mihalis Giannatos,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,R,57000000,2001,243,5.9,,0.222912164
Lawrence Kasdan,212,759,812,Catherine O'Hara,2000,25052000,Adventure|Biography|Crime|Drama|Western,Dennis Quaid,Wyatt Earp ,35314,5708,Isabella Rossellini,http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1,PG-13,63000000,1994,925,6.6,,0.724648523
Ron Howard,122,2000,571,Benjamin Walker,26000,24985612,Action|Adventure|Biography|Drama|History|Thriller,Chris Hemsworth,In the Heart of the Sea ,71782,28328,Frank Dillane,http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1,PG-13,100000000,2015,911,7,,0.854610076
Luis Mandoki,102,43,280,Shirley Knight,308,24044532,Drama|Romance,Sonia Braga,Angel Eyes ,19686,1440,Kari Matchett,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,R,38000000,2001,285,5.6,,0.728674635
Edgar Wright,121,1000,108,Joe Cornish,175,23618786,Action|Comedy|Mystery,Bill Bailey,Hot Fuzz ,352695,485,Billie Whitelaw,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,R,8000000,2007,115,7.9,,0.891667391
Bryan Singer,106,0,574,Chazz Palminteri,18000,23272306,Crime|Drama|Mystery|Thriller,Kevin Spacey,The Usual Suspects ,740918,20821,Kevin Pollak,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,R,6000000,1995,979,8.6,,0.373652627
Thomas Bezucha,109,15,350,Luke Bracey,3000,23179303,Adventure|Comedy|Family|Romance,Leighton Meester,Monte Carlo ,32951,4257,Brett Cullen,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,PG,20000000,2011,775,5.8,,0.701278063
Woody Allen,119,11000,400,Mark Gatiss,19000,23089926,Drama|Romance|Thriller,Scarlett Johansson,Match Point ,166269,20391,Penelope Wilton,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,R,15000000,2005,567,7.7,,0.753740328
Alister Grierson,108,24,653,Rhys Wakefield,2000,23070045,Adventure|Drama|Thriller,Ioan Gruffudd,Sanctum ,47003,3892,Richard Roxburgh,http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,R,30000000,2011,942,5.9,,0.319035177
Sam Mendes,119,0,10000,Kate Winslet,29000,22877808,Drama|Romance,Leonardo DiCaprio,Revolutionary Road ,152591,53895,Joe Komara,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,R,35000000,2008,14000,7.3,,0.742962186
Michael Caton-Jones,108,105,616,James Franco,22000,22433915,Crime|Drama|Mystery|Thriller,Robert De Niro,City by the Sea ,21319,34377,John Doman,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,R,60000000,2002,11000,6.2,,0.470261805
John Lee Hancock,137,102,877,Marc Blucas,2000,22406362,Drama|History|War|Western,Dennis Quaid,The Alamo ,16832,5780,Jordi Mollà,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,PG-13,107000000,2004,973,6,,0.53216769
Mike Bigelow,83,2,137,Eddie Griffin,591,22264487,Comedy,Carlos Ponce,Deuce Bigalow: European Gigolo ,41239,1729,Charles Keating,http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1,R,22000000,2005,489,4.6,,0.717875426
Charles Stone III,104,30,635,Chris Noth,1000,21800302,Comedy|Drama|Romance|Sport,Bernie Mac,Mr 3000 ,12164,4462,Paul Sorvino,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,PG-13,30000000,2004,962,5.5,,0.936678807
Nat Faxon,103,214,424,Liam James,7000,21501098,Comedy|Drama,Steve Carell,The Way Way Back ,115813,8375,Jim Rash,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,PG-13,5000000,2013,468,7.4,,0.11303143
Brian De Palma,91,0,298,Gabrielle Carteris,636,21370057,Crime|Drama|Thriller,Steven Bauer,Raising Cain ,9903,1852,Gregg Henry,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,R,12000000,1992,330,6,,0.708605894
Michael Moore,120,909,184,Dick Clark,909,21244913,Crime|Documentary|Drama,Michael Moore,Bowling for Columbine ,123090,1779,Bill Clinton,http://www.imdb.com/title/tt0310793/?ref_=fn_tt_tt_1,R,4000000,2002,504,8,,0.582317304
Joseph Kahn,84,33,1000,Jay Hernandez,1000,21176322,Action|Comedy|Crime,Dane Cook,Torque ,23747,5039,Christina Milian,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,PG-13,40000000,2004,1000,4,,0.248869473
Joe Dante,91,287,695,Jenna Elfman,3000,20950820,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Brendan Fraser,Looney Tunes: Back in Action ,24183,5593,Heather Locklear,http://www.imdb.com/title/tt0318155/?ref_=fn_tt_tt_1,PG,80000000,2003,739,5.7,,0.887343456
Rick Famuyiwa,103,44,625,Lance Gross,953,20246959,Comedy|Romance,America Ferrera,Our Family Wedding ,5721,3299,Lupe Ontiveros,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,PG-13,14000000,2010,849,4.9,,0.233896651
Juan José Campanella,129,195,50,Soledad Villamil,827,20167424,Drama|Mystery|Thriller,Ricardo Darín,The Secret in Their Eyes ,131831,1044,Guillermo Francella,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1,R,2000000,2009,88,8.2,,0.035638423
Frank Miller,103,436,437,Jaime King,19000,19781879,Action|Crime|Fantasy|Thriller,Scarlett Johansson,The Spirit ,53864,20881,Louis Lombardi,http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1,PG-13,60000000,2008,961,4.8,,0.117366002
Sean Penn,124,0,19,Adrien Dorval,723,19719930,Crime|Drama|Mystery|Thriller,Costas Mandylor,The Pledge ,42621,793,Nels Lennarson,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,R,45000000,2001,44,6.8,,0.209160495
Rob Marshall,118,252,30,Elio Germano,529,19673424,Drama|Musical|Romance,Fergie,Nine ,37446,619,Andrea Di Stefano,http://www.imdb.com/title/tt0875034/?ref_=fn_tt_tt_1,PG-13,80000000,2009,48,5.8,,0.919727292
Tom McLoughlin,86,41,155,Ron Palillo,956,19472057,Horror|Thriller,Tony Goldwyn,Jason Lives: Friday the 13th Part VI ,25332,1862,Vincent Guastaferro,http://www.imdb.com/title/tt0091080/?ref_=fn_tt_tt_1,R,3000000,1986,316,5.9,,0.504886612
Jay Russell,90,13,613,Sissy Spacek,882,19158074,Drama|Family|Fantasy|Romance,William Hurt,Tuck Everlasting ,17983,2661,Jonathan Jackson,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,PG,15000000,2002,874,6.7,,0.622358711
Steve Miner,87,49,59,Adrienne King,309,19100000,Horror|Mystery|Thriller,Betsy Palmer,Friday the 13th Part 2 ,39690,707,Amy Steel,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,R,1250000,1981,121,6.1,,0.12205556
Stuart Beattie,92,72,568,Kevin Grevioux,623,19059018,Action|Fantasy|Sci-Fi|Thriller,Caitlin Stasey,"I, Frankenstein ",65709,3165,Miranda Otto,http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,PG-13,65000000,2014,593,5.1,,0.988490447
Roman Polanski,133,2000,541,Frank Langella,40000,18653746,Mystery|Thriller,Johnny Depp,The Ninth Gate ,137722,42344,Lena Olin,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,R,38000000,1999,903,6.7,,0.604423488
Oliver Parker,97,32,327,Rupert Everett,893,18535191,Comedy|Romance,Minnie Driver,An Ideal Husband ,12980,2640,Jeremy Northam,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,PG-13,14000000,1999,692,6.9,,0.965994178
Kurt Wimmer,94,110,277,Cameron Bright,14000,18500966,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Ultraviolet ,70341,15271,Nick Chinlund,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,PG-13,30000000,2006,829,4.4,,0.864567979
Dustin Hoffman,98,0,123,Sheridan Smith,358,18381787,Comedy|Drama,Luke Newberry,Quartet ,15684,1114,Pauline Collins,http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1,PG-13,11000000,2012,156,6.8,,0.649283074
Jake Kasdan,120,52,134,Nat Faxon,553,18317151,Comedy|Music,Tim Meadows,Walk Hard: The Dewey Cox Story ,55630,1082,Matt Price,http://www.imdb.com/title/tt0841046/?ref_=fn_tt_tt_1,R,35000000,2007,214,6.7,,0.315747948
